	Step	Temp	Press	Volume	Density	PotEng	Enthalpy	
	6100	464.20499	23942.3	213990.74	2.8265846	-44925.711	-40917.934	
	6200	461.87057	24179.817	213990.74	2.8265846	-44916.279	-40880.852	
	6300	469.90762	24448.368	213990.74	2.8265846	-44909.249	-40823.929	
	6400	482.62637	24430.013	213990.74	2.8265846	-44913.051	-40807.99	
	6500	470.23013	24645.723	213990.74	2.8265846	-44898.902	-40786.66	
	6600	471.23408	24728.152	213990.74	2.8265846	-44894.477	-40769.474	
	6700	487.56073	24768.62	213990.74	2.8265846	-44899.199	-40740.304	
	6800	482.00577	25197.202	213990.74	2.8265846	-44881.428	-40674.982	
	6900	487.89275	25189.022	213990.74	2.8265846	-44883.052	-40667.427	
	7000	489.37246	25244.313	213990.74	2.8265846	-44880.246	-40654.654	
	7100	488.23498	25432.258	213990.74	2.8265846	-44873.298	-40624.588	
	7200	495.27446	25522.089	213990.74	2.8265846	-44871.679	-40598.688	
	7300	497.5033	25758.074	213990.74	2.8265846	-44862.829	-40554.431	
	7400	501.70064	25864.767	213990.74	2.8265846	-44859.552	-40529.58	
	7500	505.69175	25799.744	213990.74	2.8265846	-44862.7	-40534.448	
	7600	498.29813	25983.754	213990.74	2.8265846	-44852.628	-40512.7	
	7700	505.35734	26105.433	213990.74	2.8265846	-44849.605	-40481.108	
	7800	512.94655	26396.898	213990.74	2.8265846	-44839.471	-40418.803	
	7900	517.44593	26631.538	213990.74	2.8265846	-44832.176	-40372.318	
	8000	516.19793	26743.62	213990.74	2.8265846	-44827.738	-40355.088	
	8100	513.2105	26899.444	213990.74	2.8265846	-44819.873	-40331.623	
	8200	523.29336	26949.487	213990.74	2.8265846	-44821.005	-40308.478	
	8300	524.50934	27222.334	213990.74	2.8265846	-44810.076	-40258.985	
	8400	528.77974	27325.693	213990.74	2.8265846	-44806.894	-40234.547	
	8500	529.67731	27405.846	213990.74	2.8265846	-44803.927	-40219.308	
	8600	524.63778	27721.562	213990.74	2.8265846	-44788.532	-40170.539	
	8700	542.13634	27717.807	213990.74	2.8265846	-44795.652	-40147.627	
	8800	538.7778	27983.835	213990.74	2.8265846	-44784.075	-40106.38	
	8900	539.46697	27925.937	213990.74	2.8265846	-44786.49	-40115.325	
	9000	541.318	27909.603	213990.74	2.8265846	-44787.768	-40115.554	
	9100	542.60741	28062.098	213990.74	2.8265846	-44781.816	-40086.985	
	9200	549.44209	28224.39	213990.74	2.8265846	-44776.919	-40048.487	
	9300	548.67987	28628.425	213990.74	2.8265846	-44760.378	-39979.311	
	9400	554.49429	28925.174	213990.74	2.8265846	-44749.338	-39918.491	
	9500	565.20286	28985.438	213990.74	2.8265846	-44752.937	-39895.356	
	9600	555.49751	29138.92	213990.74	2.8265846	-44743.436	-39882.29	
	9700	561.24803	28871.943	213990.74	2.8265846	-44754.501	-39918.98	
	9800	564.32675	28902.352	213990.74	2.8265846	-44756.863	-39911.908	
	9900	564.44706	29012.269	213990.74	2.8265846	-44751.906	-39892.061	
	10000	569.3398	29114.638	213990.74	2.8265846	-44747.843	-39865.787	
	10100	564.89131	29732.256	213990.74	2.8265846	-44720.928	-39764.144	
	10200	579.1915	30071.804	213990.74	2.8265846	-44711.35	-39684.262	
	10300	588.1061	30275.692	213990.74	2.8265846	-44708.582	-39638.708	
	10400	583.59786	30135.987	213990.74	2.8265846	-44712.93	-39669.582	
	10500	579.41902	29703.678	213990.74	2.8265846	-44727.565	-39749.249	
	10600	574.53309	29742.824	213990.74	2.8265846	-44724.507	-39749.488	
	10700	586.28829	29997.863	213990.74	2.8265846	-44717.29	-39687.696	
	10800	595.21346	30474.696	213990.74	2.8265846	-44701.105	-39592.25	
	10900	598.30829	30767.336	213990.74	2.8265846	-44689.218	-39535.877	
	11000	594.29751	31005.306	213990.74	2.8265846	-44676.255	-39498.128	
	11100	597.28426	31225.507	213990.74	2.8265846	-44668.895	-39456.147	
	11200	607.02062	31360.047	213990.74	2.8265846	-44667.637	-39419.93	
	11300	609.30116	31412.639	213990.74	2.8265846	-44667.263	-39408.553	
	11400	604.99657	31359.356	213990.74	2.8265846	-44667.783	-39423.7	
	11500	607.3285	31271.39	213990.74	2.8265846	-44672.442	-39436.039	
	11600	612.25116	31350.475	213990.74	2.8265846	-44671.093	-39415.538	
	11700	615.69529	31558.871	213990.74	2.8265846	-44663.702	-39374.303	
	11800	616.96423	31902.665	213990.74	2.8265846	-44650.603	-39313.072	
	11900	626.44797	31981.158	213990.74	2.8265846	-44650.318	-39285.755	
	12000	624.03999	32101.202	213990.74	2.8265846	-44643.438	-39267.044	
	12100	622.53952	32233.872	213990.74	2.8265846	-44638.272	-39246.776	
	12200	629.79351	32337.101	213990.74	2.8265846	-44636.879	-39218.938	
	12300	634.11696	32504.121	213990.74	2.8265846	-44630.969	-39183.177	
	12400	632.34731	32766.658	213990.74	2.8265846	-44619.027	-39139.258	
	12500	634.66685	33026.323	213990.74	2.8265846	-44607.285	-39088.787	
	12600	642.4844	33327.576	213990.74	2.8265846	-44599.047	-39026.672	
	12700	649.15661	33417.979	213990.74	2.8265846	-44597.75	-39001.658	
	12800	645.86901	33375.26	213990.74	2.8265846	-44597.203	-39012.553	
	12900	642.32862	33369.764	213990.74	2.8265846	-44597.633	-39019.895	
	13000	649.31391	33367.626	213990.74	2.8265846	-44598.969	-39009.328	
	13100	655.81341	33547.549	213990.74	2.8265846	-44594.071	-38969.059	
	13200	656.75614	33804.272	213990.74	2.8265846	-44584.83	-38923.883	
	13300	660.26422	33862.348	213990.74	2.8265846	-44582.382	-38907.558	
	13400	656.14567	34163.258	213990.74	2.8265846	-44566.946	-38859.118	
	13500	667.96246	34252.97	213990.74	2.8265846	-44566.918	-38826.489	
	13600	668.55603	34508.387	213990.74	2.8265846	-44557.339	-38781.759	
	13700	664.85283	34835.698	213990.74	2.8265846	-44543.137	-38730.303	
	13800	682.42816	34575.322	213990.74	2.8265846	-44557.427	-38748.702	
	13900	672.71694	34712.304	213990.74	2.8265846	-44548.827	-38738.752	
	14000	670.63649	34721.981	213990.74	2.8265846	-44546.951	-38739.213	
	14100	681.78627	34739.781	213990.74	2.8265846	-44548.76	-38719.19	
	14200	678.27804	35369.536	213990.74	2.8265846	-44524.126	-38616.566	
	14300	688.8566	35560.519	213990.74	2.8265846	-44517.657	-38566.131	
	14400	690.71627	35790.801	213990.74	2.8265846	-44508.009	-38522.48	
	14500	690.41959	36026.523	213990.74	2.8265846	-44500.239	-38483.745	
	14600	697.41511	36008.569	213990.74	2.8265846	-44503.402	-38477.099	
	14700	699.19908	35929.887	213990.74	2.8265846	-44506.725	-38487.818	
	14800	697.25819	35814.21	213990.74	2.8265846	-44510.902	-38510.832	
	14900	699.3676	35718.788	213990.74	2.8265846	-44515.63	-38524.625	
	15000	701.44045	35968.082	213990.74	2.8265846	-44509.124	-38481.205	
	15100	706.86447	36241.709	213990.74	2.8265846	-44499.282	-38425.352	
	15200	714.05459	36213.783	213990.74	2.8265846	-44500.953	-38418.207	
	15300	704.13525	36623.444	213990.74	2.8265846	-44480.029	-38359.876	
	15400	710.86308	36963.037	213990.74	2.8265846	-44467.215	-38289.966	
	15500	720.28404	36973.75	213990.74	2.8265846	-44470.524	-38275.405	
	15600	722.07403	37027.614	213990.74	2.8265846	-44469.525	-38264.089	
	15700	721.32214	37126.496	213990.74	2.8265846	-44466.518	-38249.187	
	15800	728.73101	37233.093	213990.74	2.8265846	-44465.235	-38220.738	
	15900	731.09944	37494.799	213990.74	2.8265846	-44453.603	-38170.02	
	16000	734.21101	37527.295	213990.74	2.8265846	-44452.816	-38159.464	
	16100	730.72746	37701.753	213990.74	2.8265846	-44444.794	-38134.219	
	16200	744.68088	37853.983	213990.74	2.8265846	-44442.936	-38087.682	
	16300	739.91988	38069.263	213990.74	2.8265846	-44432.702	-38057.002	
	16400	735.98491	38267.178	213990.74	2.8265846	-44423.702	-38028.433	
	16500	754.09877	38161.593	213990.74	2.8265846	-44435.409	-38022.636	
	16600	750.74481	38096.719	213990.74	2.8265846	-44436.101	-38037.845	
	16700	737.07991	38432.926	213990.74	2.8265846	-44416.244	-37996.927	
	16800	740.96395	38778.018	213990.74	2.8265846	-44401.341	-37929.156	
	16900	759.88982	38668.449	213990.74	2.8265846	-44414.556	-37923.982	
	17000	760.73458	38827.819	213990.74	2.8265846	-44411.208	-37897.874	
	17100	759.95883	38732.725	213990.74	2.8265846	-44411.468	-37912.188	
	17200	758.32751	38925.427	213990.74	2.8265846	-44402.505	-37880.334	
	17300	763.98048	39381.497	213990.74	2.8265846	-44386.779	-37793.83	
	17400	770.17687	39411.971	213990.74	2.8265846	-44386.043	-37778.212	
	17500	763.53502	39921.592	213990.74	2.8265846	-44362.654	-37698.346	
	17600	775.40544	40044.512	213990.74	2.8265846	-44361.255	-37659.817	
	17700	777.48722	40121.826	213990.74	2.8265846	-44357.855	-37642.459	
	17800	776.03335	40472.789	213990.74	2.8265846	-44344.783	-37585.048	
	17900	793.6809	40291.19	213990.74	2.8265846	-44358.387	-37592.114	
	18000	784.83578	40331.676	213990.74	2.8265846	-44352.668	-37596.421	
	18100	785.37743	40330.442	213990.74	2.8265846	-44354.475	-37597.448	
	18200	792.18316	40324.741	213990.74	2.8265846	-44359.805	-37591.664	
	18300	792.33176	40461.928	213990.74	2.8265846	-44353.993	-37567.27	
	18400	804.17257	40612.476	213990.74	2.8265846	-44348.883	-37521.392	
	18500	799.4519	41091.893	213990.74	2.8265846	-44327.556	-37444.269	
	18600	797.1329	41257.374	213990.74	2.8265846	-44318.359	-37417.016	
	18700	802.56209	41387.076	213990.74	2.8265846	-44313.391	-37385.252	
	18800	800.28759	41835.808	213990.74	2.8265846	-44296.255	-37312.151	
	18900	813.911	41631.269	213990.74	2.8265846	-44307.57	-37327.013	
	19000	811.84752	41612.47	213990.74	2.8265846	-44305.214	-37330.769	
	19100	810.47148	41766.769	213990.74	2.8265846	-44301.237	-37308.585	
	19200	825.50425	41899.94	213990.74	2.8265846	-44301.591	-37264.921	
	19300	822.64443	42054.505	213990.74	2.8265846	-44294.495	-37242.171	
	19400	818.41089	42139.492	213990.74	2.8265846	-44287.832	-37231.544	
	19500	830.39777	41994.451	213990.74	2.8265846	-44296.896	-37239.065	
	19600	830.16341	42410.408	213990.74	2.8265846	-44280.079	-37167.1	
	19700	834.31524	42963.922	213990.74	2.8265846	-44259.147	-37064.995	
	19800	828.77468	43403.823	213990.74	2.8265846	-44239.051	-36995.812	
	19900	847.4794	43149.488	213990.74	2.8265846	-44254.983	-37013.077	
	20000	841.95103	43011.496	213990.74	2.8265846	-44258.226	-37044.396	
	20100	834.44509	43047.195	213990.74	2.8265846	-44253.021	-37047.52	
	20200	842.51255	43067.349	213990.74	2.8265846	-44255.17	-37032.901	
	20300	844.3886	43292.258	213990.74	2.8265846	-44246.462	-36990.88	
	20400	851.39834	43377.292	213990.74	2.8265846	-44246.294	-36967.123	
	20500	846.54924	43764.65	213990.74	2.8265846	-44229.652	-36907.206	
	20600	856.17135	43733.857	213990.74	2.8265846	-44231.115	-36895.992	
	20700	856.49107	43796.028	213990.74	2.8265846	-44229.353	-36885.368	
	20800	855.09758	44175.199	213990.74	2.8265846	-44215.881	-36823.685	
	20900	866.04877	44213.336	213990.74	2.8265846	-44215.762	-36799.363	
	21000	862.49593	44462.233	213990.74	2.8265846	-44204.864	-36761.422	
	21100	867.73356	44626.91	213990.74	2.8265846	-44197.71	-36723.134	
	21200	878.71097	44509.699	213990.74	2.8265846	-44208.076	-36730	
	21300	866.31525	44861.119	213990.74	2.8265846	-44189.503	-36686.12	
	21400	878.34659	44736.311	213990.74	2.8265846	-44196.325	-36688.619	
	21500	871.20455	45276.068	213990.74	2.8265846	-44173.626	-36606.29	
	21600	881.92458	45299.058	213990.74	2.8265846	-44175.718	-36586.606	
	21700	888.1152	45170.616	213990.74	2.8265846	-44181.377	-36598.618	
	21800	879.09778	45654.73	213990.74	2.8265846	-44162.035	-36530.351	
	21900	896.37804	45698.004	213990.74	2.8265846	-44165.435	-36497.82	
	22000	896.61741	45670.953	213990.74	2.8265846	-44165.507	-36501.087	
	22100	888.18422	45845.477	213990.74	2.8265846	-44154.175	-36481.16	
	22200	899.70449	46026.378	213990.74	2.8265846	-44151.685	-36434.407	
	22300	905.84844	46137.462	213990.74	2.8265846	-44149.915	-36407.08	
	22400	899.3158	46304.336	213990.74	2.8265846	-44139.986	-36386.261	
	22500	904.93161	46496.88	213990.74	2.8265846	-44135.504	-36346.264	
	22600	913.67579	46629.841	213990.74	2.8265846	-44132.758	-36310.502	
	22700	906.72309	46903.455	213990.74	2.8265846	-44116.627	-36269.958	
	22800	917.32394	46774.768	213990.74	2.8265846	-44125.085	-36277.106	
	22900	918.98506	46793.641	213990.74	2.8265846	-44126.286	-36272.888	
	23000	915.34191	46959.238	213990.74	2.8265846	-44117.43	-36248.271	
	23100	935.91722	47112.81	213990.74	2.8265846	-44118.532	-36192.961	
	23200	922.34579	47597.951	213990.74	2.8265846	-44094.536	-36127.848	
	23300	916.25994	48057.827	213990.74	2.8265846	-44071.575	-36054.084	
	23400	938.40237	47902.574	213990.74	2.8265846	-44086.951	-36051.56	
	23500	938.36786	47757.648	213990.74	2.8265846	-44095.029	-36079.055	
	23600	932.72707	47414.556	213990.74	2.8265846	-44103.443	-36143.136	
	23700	935.01192	47303.687	213990.74	2.8265846	-44109.501	-36160.014	
	23800	936.85951	47931.229	213990.74	2.8265846	-44085.904	-36049.378	
	23900	943.26452	48267.05	213990.74	2.8265846	-44075.356	-35982.801	
	24000	943.56473	48618.181	213990.74	2.8265846	-44061.502	-35921.525	
	24100	958.15162	48533.567	213990.74	2.8265846	-44067.883	-35913.755	
	24200	951.21926	48622.415	213990.74	2.8265846	-44059.041	-35905.143	
	24300	942.89417	48976.353	213990.74	2.8265846	-44040.595	-35853.95	
	24400	959.76285	49230.625	213990.74	2.8265846	-44035.024	-35784.984	
	24500	962.41825	49351.223	213990.74	2.8265846	-44030.838	-35760.057	
	24600	959.19957	49688.734	213990.74	2.8265846	-44017.252	-35707.008	
	24700	973.57675	49756.446	213990.74	2.8265846	-44018.679	-35674.305	
	24800	976.81757	49658.079	213990.74	2.8265846	-44023.743	-35686.852	
	24900	963.64428	49825.796	213990.74	2.8265846	-44013.677	-35677.372	
	25000	974.12127	49679.834	213990.74	2.8265846	-44023.873	-35688.782	
	25100	976.58829	49683.243	213990.74	2.8265846	-44024.357	-35684.506	
	25200	972.06481	50010.721	213990.74	2.8265846	-44007.989	-35632.292	
	25300	981.90364	50208.387	213990.74	2.8265846	-44002.318	-35583.052	
	25400	978.62365	50669.985	213990.74	2.8265846	-43984.409	-35509.215	
	25500	992.54826	50558.046	213990.74	2.8265846	-43993.322	-35508.782	
	25600	983.98438	50976.296	213990.74	2.8265846	-43972.152	-35446.692	
	25700	1002.0134	51021.88	213990.74	2.8265846	-43977.25	-35414.243	
	25800	1006.3498	50860.769	213990.74	2.8265846	-43983.475	-35434.42	
	25900	991.31368	51110.911	213990.74	2.8265846	-43967.345	-35411.117	
	26000	1004.9398	50882.604	213990.74	2.8265846	-43980.336	-35430.825	
	26100	1000.1364	51237.382	213990.74	2.8265846	-43962.887	-35374.372	
	26200	1012.5061	51666.819	213990.74	2.8265846	-43953.008	-35285.553	
	26300	1010.3432	51983.887	213990.74	2.8265846	-43937.723	-35231.693	
	26400	1010.0165	52116.312	213990.74	2.8265846	-43932.85	-35209.704	
	26500	1021.1039	52103.167	213990.74	2.8265846	-43939.486	-35198.748	
	26600	1022.5689	52134.376	213990.74	2.8265846	-43937.024	-35189.562	
	26700	1014.314	52155.446	213990.74	2.8265846	-43930.84	-35194.968	
	26800	1020.4015	52080.429	213990.74	2.8265846	-43937.397	-35200.922	
	26900	1029.628	52293.464	213990.74	2.8265846	-43933.298	-35152.27	
	27000	1025.4263	52806.777	213990.74	2.8265846	-43909.332	-35067.077	
	27100	1036.9035	52939.251	213990.74	2.8265846	-43907.038	-35027.063	
	27200	1028.8844	53302.668	213990.74	2.8265846	-43887.294	-34972.772	
	27300	1045.9534	52821.401	213990.74	2.8265846	-43913.726	-35033.701	
	27400	1025.839	53329.756	213990.74	2.8265846	-43886.551	-34973.725	
	27500	1043.8421	53290.459	213990.74	2.8265846	-43894.728	-34955.738	
	27600	1043.1108	53562.78	213990.74	2.8265846	-43882.24	-34908.153	
	27700	1041.0343	53862.454	213990.74	2.8265846	-43868.676	-34858.188	
	27800	1061.2394	53531.5	213990.74	2.8265846	-43887.611	-34886.07	
	27900	1050.6548	53590.487	213990.74	2.8265846	-43881.007	-34890.057	
	28000	1047.5265	53687.446	213990.74	2.8265846	-43874.223	-34875.781	
	28100	1054.6403	53752.327	213990.74	2.8265846	-43875.47	-34855.95	
	28200	1054.6272	54171.076	213990.74	2.8265846	-43858.154	-34782.728	
	28300	1066.552	54252.203	213990.74	2.8265846	-43858.652	-34751.582	
	28400	1066.0251	54361.426	213990.74	2.8265846	-43853.655	-34732.916	
	28500	1068.0819	54372.738	213990.74	2.8265846	-43852.566	-34726.728	
	28600	1079.9195	54609.898	213990.74	2.8265846	-43848.683	-34670.514	
	28700	1067.5344	55700.13	213990.74	2.8265846	-43797.722	-34495.55	
	28800	1082.7884	55696.505	213990.74	2.8265846	-43803.209	-34474.904	
	28900	1083.517	55586.624	213990.74	2.8265846	-43808.793	-34493.893	
	29000	1078.432	55525.953	213990.74	2.8265846	-43812.267	-34514.343	
	29100	1084.7198	55305.131	213990.74	2.8265846	-43822.862	-34543.46	
	29200	1089.3308	55596.681	213990.74	2.8265846	-43810.858	-34484.47	
	29300	1095.753	55945.664	213990.74	2.8265846	-43797.734	-34413.529	
	29400	1096.3439	56124.41	213990.74	2.8265846	-43792.916	-34383.806	
	29500	1089.7362	56293.616	213990.74	2.8265846	-43780.82	-34360.64	
	29600	1105.8329	56414.515	213990.74	2.8265846	-43780.113	-34315.699	
	29700	1110.7682	56571.52	213990.74	2.8265846	-43775.188	-34281.193	
	29800	1099.3864	56590.498	213990.74	2.8265846	-43771.325	-34294.655	
	29900	1099.0711	56243.18	213990.74	2.8265846	-43787.288	-34357.557	
	30000	1097.0093	56338.934	213990.74	2.8265846	-43781.824	-34342.901	
	30100	1113.7373	56648.279	213990.74	2.8265846	-43772.674	-34263.245	
	30200	1115.3796	56892.246	213990.74	2.8265846	-43760.807	-34215.929	
	30300	1115.9756	57249.722	213990.74	2.8265846	-43748.591	-34154.927	
	30400	1125.9637	57476.18	213990.74	2.8265846	-43745.38	-34104.042	
	30500	1121.2227	57905.925	213990.74	2.8265846	-43724.475	-34034.012	
	30600	1139.4867	57940.742	213990.74	2.8265846	-43726.348	-33999.365	
	30700	1134.4926	58238.409	213990.74	2.8265846	-43712.088	-33954.063	
	30800	1121.274	57893.237	213990.74	2.8265846	-43724.696	-34035.837	
	30900	1129.7367	57398.267	213990.74	2.8265846	-43750.654	-34113.139	
	31000	1129.8574	57707.257	213990.74	2.8265846	-43737.18	-34058.185	
	31100	1150.089	57681.203	213990.74	2.8265846	-43743.525	-34032.707	
	31200	1137.45	57908.556	213990.74	2.8265846	-43728.759	-34009.629	
	31300	1139.4963	58016.236	213990.74	2.8265846	-43722.149	-33985.067	
	31400	1143.6445	58300.803	213990.74	2.8265846	-43708.098	-33925.77	
	31500	1145.678	58625.966	213990.74	2.8265846	-43696.871	-33867.565	
	31600	1155.2232	58666.63	213990.74	2.8265846	-43701.766	-33850.374	
	31700	1150.8783	58956.463	213990.74	2.8265846	-43687.412	-33804.89	
	31800	1167.2791	59033.517	213990.74	2.8265846	-43691.514	-33770.083	
	31900	1168.1017	59585.905	213990.74	2.8265846	-43667.565	-33670.92	
	32000	1176.2088	60043.07	213990.74	2.8265846	-43647.379	-33575.528	
	32100	1178.2205	60230.835	213990.74	2.8265846	-43641.611	-33541.172	
	32200	1155.432	60528.604	213990.74	2.8265846	-43623.185	-33522.738	
	32300	1179.5179	59993.856	213990.74	2.8265846	-43652.834	-33581.783	
	32400	1192.0082	60613.56	213990.74	2.8265846	-43630.032	-33454.417	
	32500	1184.0807	60655.317	213990.74	2.8265846	-43621.703	-33454.343	
	32600	1181.1383	60311.197	213990.74	2.8265846	-43637.519	-33521.255	
	32700	1180.3041	60219.458	213990.74	2.8265846	-43644.514	-33541.959	
	32800	1182.4591	60236.075	213990.74	2.8265846	-43646.972	-33538.437	
	32900	1183.57	60364.782	213990.74	2.8265846	-43638.73	-33511.067	
	33000	1186.4797	60621.88	213990.74	2.8265846	-43630.531	-33463.451	
	33100	1193.4476	60599.345	213990.74	2.8265846	-43633.069	-33456.841	
	33200	1188.0139	60993.853	213990.74	2.8265846	-43614.22	-33394.782	
	33300	1194.7377	61503.414	213990.74	2.8265846	-43594.971	-33295.743	
	33400	1201.1692	61655.801	213990.74	2.8265846	-43589.166	-33258.362	
	33500	1200.6626	61874.41	213990.74	2.8265846	-43581.007	-33221.889	
	33600	1209.6961	62011.747	213990.74	2.8265846	-43575.524	-33182.3	
	33700	1220.7259	62000.767	213990.74	2.8265846	-43579.768	-33168.765	
	33800	1207.627	61906.758	213990.74	2.8265846	-43579.001	-33203.411	
	33900	1194.6407	61448.94	213990.74	2.8265846	-43593.83	-33302.047	
	34000	1204.564	61616.155	213990.74	2.8265846	-43588.676	-33257.244	
	34100	1216.0436	61830.212	213990.74	2.8265846	-43583.574	-33203.522	
	34200	1216.6218	62422.419	213990.74	2.8265846	-43561.578	-33101.42	
	34300	1230.0672	62755.902	213990.74	2.8265846	-43553.911	-33025.751	
	34400	1231.7334	62950.393	213990.74	2.8265846	-43543.285	-32986.241	
	34500	1228.9376	63111.251	213990.74	2.8265846	-43529.792	-32956.142	
	34600	1250.1325	62868.866	213990.74	2.8265846	-43550.869	-32972.61	
	34700	1220.7271	63341.838	213990.74	2.8265846	-43518.789	-32928.667	
	34800	1231.3749	63203.994	213990.74	2.8265846	-43530.898	-32940.608	
	34900	1244.8611	63669.917	213990.74	2.8265846	-43518.624	-32842.572	
	35000	1245.455	63841.638	213990.74	2.8265846	-43509.853	-32809.83	
	35100	1241.9223	64040.245	213990.74	2.8265846	-43495.973	-32775.588	
	35200	1257.2086	64363.177	213990.74	2.8265846	-43490.267	-32700.077	
	35300	1267.5585	64392	213990.74	2.8265846	-43492.372	-32680.272	
	35400	1262.8562	63988.575	213990.74	2.8265846	-43503.025	-32753.014	
	35500	1251.1421	63986.184	213990.74	2.8265846	-43498.585	-32769.333	
	35600	1253.3492	64160.298	213990.74	2.8265846	-43492.785	-32736.426	
	35700	1262.473	64674.753	213990.74	2.8265846	-43473.531	-32632.54	
	35800	1268.8573	64846.01	213990.74	2.8265846	-43473.496	-32598.492	
	35900	1272.0925	64667.629	213990.74	2.8265846	-43481.629	-32624.805	
	36000	1265.0068	64598.903	213990.74	2.8265846	-43480.614	-32645.333	
	36100	1267.8873	64427.123	213990.74	2.8265846	-43488.981	-32671.617	
	36200	1270.4572	64999.155	213990.74	2.8265846	-43464.643	-32566.393	
	36300	1281.0054	65465.971	213990.74	2.8265846	-43450.28	-32471.275	
